sku	titolo	descrizione	prezzo	prezzo_originale	url	immagine	categoria	marca	ean	disponibilita	tempi_consegna	spese_spedizione	condizione
0106507	Ancora Ammiragliato Pieghevole in Acciaio Zincato - 7 Kg.	L'ancora Ammiragliato è un'ancora tradizionale con marre pieghevoli, realizzata in acciaio zincato a caldo. Le marre si chiudono contro il fusto per ridurre lo spazio occupato durante il trasporto e lo stivaggio a bordo. È adatta a fondi di scoglio, sassi	67.21	87.38	https://www.onautica.com/products/ancora-ammiragliato-pieghevole-in-acciaio-zincato?variant=53757262201179&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0106505.webp?v=1786468631	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0106510	Ancora Ammiragliato Pieghevole in Acciaio Zincato - 10 Kg.	L'ancora Ammiragliato è un'ancora tradizionale con marre pieghevoli, realizzata in acciaio zincato a caldo. Le marre si chiudono contro il fusto per ridurre lo spazio occupato durante il trasporto e lo stivaggio a bordo. È adatta a fondi di scoglio, sassi	96.74	125.76	https://www.onautica.com/products/ancora-ammiragliato-pieghevole-in-acciaio-zincato?variant=53757262233947&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0106505.webp?v=1786468631	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0106515	Ancora Ammiragliato Pieghevole in Acciaio Zincato - 15 Kg.	L'ancora Ammiragliato è un'ancora tradizionale con marre pieghevoli, realizzata in acciaio zincato a caldo. Le marre si chiudono contro il fusto per ridurre lo spazio occupato durante il trasporto e lo stivaggio a bordo. È adatta a fondi di scoglio, sassi	135.32	175.92	https://www.onautica.com/products/ancora-ammiragliato-pieghevole-in-acciaio-zincato?variant=53757262266715&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0106505.webp?v=1786468631	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0106520	Ancora Ammiragliato Pieghevole in Acciaio Zincato - 20 Kg.	L'ancora Ammiragliato è un'ancora tradizionale con marre pieghevoli, realizzata in acciaio zincato a caldo. Le marre si chiudono contro il fusto per ridurre lo spazio occupato durante il trasporto e lo stivaggio a bordo. È adatta a fondi di scoglio, sassi	176.27	229.16	https://www.onautica.com/products/ancora-ammiragliato-pieghevole-in-acciaio-zincato?variant=53757262299483&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0106505.webp?v=1786468631	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0106525	Ancora Ammiragliato Pieghevole in Acciaio Zincato - 25 Kg.	L'ancora Ammiragliato è un'ancora tradizionale con marre pieghevoli, realizzata in acciaio zincato a caldo. Le marre si chiudono contro il fusto per ridurre lo spazio occupato durante il trasporto e lo stivaggio a bordo. È adatta a fondi di scoglio, sassi	206.21	268.07	https://www.onautica.com/products/ancora-ammiragliato-pieghevole-in-acciaio-zincato?variant=53757262332251&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0106505.webp?v=1786468631	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0108201	Ancora Ankerplex Smontabile in Acciaio Zincato - AP1GZ — 1,5 Kg.	L'ancora Ankerplex è un'ancora ad alta tenuta smontabile, realizzata in acciaio zincato a caldo. Si monta e si smonta a mano in pochi secondi, senza bisogno di attrezzi, e grazie agli elementi completamente piatti, una volta smontata occupa uno spazio min	57.14	74.28	https://www.onautica.com/products/ancora-ankerplex-smontabile-in-acciaio-zincato?variant=53757264757083&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0108201_6.webp?v=1786468681	Nautica;Ormeggio;Ancore e Accessori	Ankerplex		disponibile	2-4 giorni lavorativi	5.90	nuovo
0108205	Ancora Ankerplex Smontabile in Acciaio Zincato - AP5GZ — 5,0 Kg.	L'ancora Ankerplex è un'ancora ad alta tenuta smontabile, realizzata in acciaio zincato a caldo. Si monta e si smonta a mano in pochi secondi, senza bisogno di attrezzi, e grazie agli elementi completamente piatti, una volta smontata occupa uno spazio min	116.36	151.27	https://www.onautica.com/products/ancora-ankerplex-smontabile-in-acciaio-zincato?variant=53757264789851&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0108201_6.webp?v=1786468681	Nautica;Ormeggio;Ancore e Accessori	Ankerplex		disponibile	2-4 giorni lavorativi	5.90	nuovo
0108208	Ancora Ankerplex Smontabile in Acciaio Zincato - AP8GZ — 7,8 Kg.	L'ancora Ankerplex è un'ancora ad alta tenuta smontabile, realizzata in acciaio zincato a caldo. Si monta e si smonta a mano in pochi secondi, senza bisogno di attrezzi, e grazie agli elementi completamente piatti, una volta smontata occupa uno spazio min	168.52	219.07	https://www.onautica.com/products/ancora-ankerplex-smontabile-in-acciaio-zincato?variant=53757264822619&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0108201_6.webp?v=1786468681	Nautica;Ormeggio;Ancore e Accessori	Ankerplex		disponibile	2-4 giorni lavorativi	5.90	nuovo
0108211	Ancora Ankerplex Smontabile in Acciaio Zincato - AP11GZ — 11,2 Kg.	L'ancora Ankerplex è un'ancora ad alta tenuta smontabile, realizzata in acciaio zincato a caldo. Si monta e si smonta a mano in pochi secondi, senza bisogno di attrezzi, e grazie agli elementi completamente piatti, una volta smontata occupa uno spazio min	225.40	293.02	https://www.onautica.com/products/ancora-ankerplex-smontabile-in-acciaio-zincato?variant=53757264855387&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0108201_6.webp?v=1786468681	Nautica;Ormeggio;Ancore e Accessori	Ankerplex		disponibile	2-4 giorni lavorativi	0	nuovo
0108216	Ancora Ankerplex Smontabile in Acciaio Zincato - AP16GZ — 16,3 Kg.	L'ancora Ankerplex è un'ancora ad alta tenuta smontabile, realizzata in acciaio zincato a caldo. Si monta e si smonta a mano in pochi secondi, senza bisogno di attrezzi, e grazie agli elementi completamente piatti, una volta smontata occupa uno spazio min	284.10	369.33	https://www.onautica.com/products/ancora-ankerplex-smontabile-in-acciaio-zincato?variant=53757264888155&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0108201_6.webp?v=1786468681	Nautica;Ormeggio;Ancore e Accessori	Ankerplex		disponibile	2-4 giorni lavorativi	0	nuovo
0108220	Ancora Ankerplex Smontabile in Acciaio Zincato - AP20GZ — 19,4 Kg.	L'ancora Ankerplex è un'ancora ad alta tenuta smontabile, realizzata in acciaio zincato a caldo. Si monta e si smonta a mano in pochi secondi, senza bisogno di attrezzi, e grazie agli elementi completamente piatti, una volta smontata occupa uno spazio min	337.81	439.15	https://www.onautica.com/products/ancora-ankerplex-smontabile-in-acciaio-zincato?variant=53757264920923&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0108201_6.webp?v=1786468681	Nautica;Ormeggio;Ancore e Accessori	Ankerplex		disponibile	2-4 giorni lavorativi	0	nuovo
P16462	Ancora Britany Plastimo in Acciaio Zincato - 14 kg (barche fino a 10,5 m)	La Britany di Plastimo è la sola ancora piatta senza cassa di articolazione: non c'è il meccanismo che su altre ancore piatte può intasarsi di melma o sassi bloccando il fuso, e la presa sul fondale è istantanea. In acciaio zincato ultraresistente, nei pe	115.90	120.10	https://www.onautica.com/products/ancora-britany-plastimo-in-acciaio-zincato?variant=53698781774171&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P16456-0.webp?v=1785523170	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3162420164629	disponibile	2-4 giorni lavorativi	5.90	nuovo
P16463	Ancora Britany Plastimo in Acciaio Zincato - 16 kg (barche fino a 12,5 m)	La Britany di Plastimo è la sola ancora piatta senza cassa di articolazione: non c'è il meccanismo che su altre ancore piatte può intasarsi di melma o sassi bloccando il fuso, e la presa sul fondale è istantanea. In acciaio zincato ultraresistente, nei pe	132.90	137.20	https://www.onautica.com/products/ancora-britany-plastimo-in-acciaio-zincato?variant=53698781806939&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P16456-0.webp?v=1785523170	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3162420164636	disponibile	2-4 giorni lavorativi	5.90	nuovo
P16464	Ancora Britany Plastimo in Acciaio Zincato - 20 kg (barche fino a 16 m)	La Britany di Plastimo è la sola ancora piatta senza cassa di articolazione: non c'è il meccanismo che su altre ancore piatte può intasarsi di melma o sassi bloccando il fuso, e la presa sul fondale è istantanea. In acciaio zincato ultraresistente, nei pe	165.90	171.50	https://www.onautica.com/products/ancora-britany-plastimo-in-acciaio-zincato?variant=53698781839707&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P16456-0.webp?v=1785523170	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3162420164643	disponibile	2-4 giorni lavorativi	5.90	nuovo
0107605	Ancora Bruce B-Type in Acciaio Inox 316 - 5 Kg.	L'ancora Bruce B-Type è fusa e lavorata da disegno originale in acciaio inox 316 lucidato a specchio. La base concava a forma di cucchiaio largo è bilanciata per trovare da sola l'angolo di penetrazione più efficace, garantendo una tenuta sicura su fondi	195.40	254.02	https://www.onautica.com/products/ancora-bruce-b-type-in-acciaio-inox-316?variant=53756862267739&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107602_15.webp?v=1786460224	Nautica;Ormeggio;Ancore e Accessori	Bruce		disponibile	2-4 giorni lavorativi	0	nuovo
0107607	Ancora Bruce B-Type in Acciaio Inox 316 - 7,5 Kg.	L'ancora Bruce B-Type è fusa e lavorata da disegno originale in acciaio inox 316 lucidato a specchio. La base concava a forma di cucchiaio largo è bilanciata per trovare da sola l'angolo di penetrazione più efficace, garantendo una tenuta sicura su fondi	267.50	347.75	https://www.onautica.com/products/ancora-bruce-b-type-in-acciaio-inox-316?variant=53756862300507&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107602_15.webp?v=1786460224	Nautica;Ormeggio;Ancore e Accessori	Bruce		disponibile	2-4 giorni lavorativi	0	nuovo
0107610	Ancora Bruce B-Type in Acciaio Inox 316 - 10 Kg.	L'ancora Bruce B-Type è fusa e lavorata da disegno originale in acciaio inox 316 lucidato a specchio. La base concava a forma di cucchiaio largo è bilanciata per trovare da sola l'angolo di penetrazione più efficace, garantendo una tenuta sicura su fondi	365.40	475.01	https://www.onautica.com/products/ancora-bruce-b-type-in-acciaio-inox-316?variant=53756862333275&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107602_15.webp?v=1786460224	Nautica;Ormeggio;Ancore e Accessori	Bruce		disponibile	2-4 giorni lavorativi	0	nuovo
0107615	Ancora Bruce B-Type in Acciaio Inox 316 - 15 Kg.	L'ancora Bruce B-Type è fusa e lavorata da disegno originale in acciaio inox 316 lucidato a specchio. La base concava a forma di cucchiaio largo è bilanciata per trovare da sola l'angolo di penetrazione più efficace, garantendo una tenuta sicura su fondi	528.10	686.53	https://www.onautica.com/products/ancora-bruce-b-type-in-acciaio-inox-316?variant=53756862366043&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107602_15.webp?v=1786460224	Nautica;Ormeggio;Ancore e Accessori	Bruce		disponibile	2-4 giorni lavorativi	0	nuovo
0107630	Ancora Bruce B-Type in Acciaio Inox 316 - 30 Kg.	L'ancora Bruce B-Type è fusa e lavorata da disegno originale in acciaio inox 316 lucidato a specchio. La base concava a forma di cucchiaio largo è bilanciata per trovare da sola l'angolo di penetrazione più efficace, garantendo una tenuta sicura su fondi	1063.40	1382.42	https://www.onautica.com/products/ancora-bruce-b-type-in-acciaio-inox-316?variant=53756862431579&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107602_15.webp?v=1786460224	Nautica;Ormeggio;Ancore e Accessori	Bruce		disponibile	2-4 giorni lavorativi	0	nuovo
P206012	Ancora Bruce in Acciaio Inox AISI 316 Plastimo - 5 kg	Ancora tipo Bruce firmata Plastimo, realizzata in acciaio inox AISI 316 lucidato a specchio: la geometria a tre punte della Bruce, apprezzata per la presa rapida e la tenuta stabile, unita a un materiale che resiste alla corrosione marina e resta bello ne	198.90	270.80	https://www.onautica.com/products/ancora-bruce-in-acciaio-inox-aisi-316-plastimo?variant=53696584647003&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206012-0.webp?v=1785496025	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409787	disponibile	2-4 giorni lavorativi	0	nuovo
P206013	Ancora Bruce in Acciaio Inox AISI 316 Plastimo - 7,5 kg	Ancora tipo Bruce firmata Plastimo, realizzata in acciaio inox AISI 316 lucidato a specchio: la geometria a tre punte della Bruce, apprezzata per la presa rapida e la tenuta stabile, unita a un materiale che resiste alla corrosione marina e resta bello ne	279.90	389.50	https://www.onautica.com/products/ancora-bruce-in-acciaio-inox-aisi-316-plastimo?variant=53696584679771&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206012-0.webp?v=1785496025	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409770	disponibile	2-4 giorni lavorativi	0	nuovo
P206014	Ancora Bruce in Acciaio Inox AISI 316 Plastimo - 10 kg	Ancora tipo Bruce firmata Plastimo, realizzata in acciaio inox AISI 316 lucidato a specchio: la geometria a tre punte della Bruce, apprezzata per la presa rapida e la tenuta stabile, unita a un materiale che resiste alla corrosione marina e resta bello ne	389.90	554.40	https://www.onautica.com/products/ancora-bruce-in-acciaio-inox-aisi-316-plastimo?variant=53696584712539&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206012-0.webp?v=1785496025	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409763	disponibile	2-4 giorni lavorativi	0	nuovo
P206015	Ancora Bruce in Acciaio Inox AISI 316 Plastimo - 15 kg	Ancora tipo Bruce firmata Plastimo, realizzata in acciaio inox AISI 316 lucidato a specchio: la geometria a tre punte della Bruce, apprezzata per la presa rapida e la tenuta stabile, unita a un materiale che resiste alla corrosione marina e resta bello ne	554.90	807.50	https://www.onautica.com/products/ancora-bruce-in-acciaio-inox-aisi-316-plastimo?variant=53696584745307&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206012-0.webp?v=1785496025	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409756	disponibile	2-4 giorni lavorativi	0	nuovo
P206016	Ancora Bruce in Acciaio Inox AISI 316 Plastimo - 20 kg	Ancora tipo Bruce firmata Plastimo, realizzata in acciaio inox AISI 316 lucidato a specchio: la geometria a tre punte della Bruce, apprezzata per la presa rapida e la tenuta stabile, unita a un materiale che resiste alla corrosione marina e resta bello ne	637.90	936.20	https://www.onautica.com/products/ancora-bruce-in-acciaio-inox-aisi-316-plastimo?variant=53696584778075&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206012-0.webp?v=1785496025	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409749	disponibile	2-4 giorni lavorativi	0	nuovo
P206017	Ancora Bruce in Acciaio Inox AISI 316 Plastimo - 30 kg	Ancora tipo Bruce firmata Plastimo, realizzata in acciaio inox AISI 316 lucidato a specchio: la geometria a tre punte della Bruce, apprezzata per la presa rapida e la tenuta stabile, unita a un materiale che resiste alla corrosione marina e resta bello ne	892.90	1328.70	https://www.onautica.com/products/ancora-bruce-in-acciaio-inox-aisi-316-plastimo?variant=53696584810843&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206012-0.webp?v=1785496025	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409732	disponibile	2-4 giorni lavorativi	0	nuovo
P206009	Ancora Bruce in Acciaio Zincato Plastimo - 15 kg	Ancora tipo Bruce firmata Plastimo in acciaio zincato: la classica geometria a tre punte, apprezzata da decenni per la presa rapida e la tenuta stabile anche quando la barca ruota con vento e corrente. Nei pesi da 15, 20 e 30 kg per barche medio-grandi. L	130.90	172.00	https://www.onautica.com/products/ancora-bruce-in-acciaio-zincato-plastimo?variant=53698781118811&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206005-0.webp?v=1785523152	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409817	disponibile	2-4 giorni lavorativi	5.90	nuovo
P206010	Ancora Bruce in Acciaio Zincato Plastimo - 20 kg	Ancora tipo Bruce firmata Plastimo in acciaio zincato: la classica geometria a tre punte, apprezzata da decenni per la presa rapida e la tenuta stabile anche quando la barca ruota con vento e corrente. Nei pesi da 15, 20 e 30 kg per barche medio-grandi. L	169.90	229.30	https://www.onautica.com/products/ancora-bruce-in-acciaio-zincato-plastimo?variant=53698781151579&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206005-0.webp?v=1785523152	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409800	disponibile	2-4 giorni lavorativi	5.90	nuovo
P206011	Ancora Bruce in Acciaio Zincato Plastimo - 30 kg	Ancora tipo Bruce firmata Plastimo in acciaio zincato: la classica geometria a tre punte, apprezzata da decenni per la presa rapida e la tenuta stabile anche quando la barca ruota con vento e corrente. Nei pesi da 15, 20 e 30 kg per barche medio-grandi. L	248.90	344.00	https://www.onautica.com/products/ancora-bruce-in-acciaio-zincato-plastimo?variant=53698781184347&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P206005-0.webp?v=1785523152	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3701600409794	disponibile	2-4 giorni lavorativi	0	nuovo
0202120	Ancora Danforth in Acciaio Zincato - 20 kg	Ancora tipo Danforth in acciaio zincato: il classico disegno a marre larghe e piatte che affondano nel fondale e sviluppano una tenuta notevole in rapporto al peso, particolarmente su sabbia e fango. Nei pesi da 20 e 25 kg per barche medio-grandi. A chi è	108.90	139.69	https://www.onautica.com/products/ancora-danforth-in-acciaio-zincato?variant=53699122692443&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0202104-0.webp?v=1785534244	Nautica;Ormeggio;Ancore e Accessori	FNI	8054806414693	disponibile	2-4 giorni lavorativi	5.90	nuovo
0202125	Ancora Danforth in Acciaio Zincato - 25 kg	Ancora tipo Danforth in acciaio zincato: il classico disegno a marre larghe e piatte che affondano nel fondale e sviluppano una tenuta notevole in rapporto al peso, particolarmente su sabbia e fango. Nei pesi da 20 e 25 kg per barche medio-grandi. A chi è	132.90	174.62	https://www.onautica.com/products/ancora-danforth-in-acciaio-zincato?variant=53699122725211&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0202104-0.webp?v=1785534244	Nautica;Ormeggio;Ancore e Accessori	FNI	8054806414709	disponibile	2-4 giorni lavorativi	5.90	nuovo
P63716	Ancora DC Plastimo in Acciaio Zincato - 10 kg	L'ancora DC di Plastimo è un'ancora a vomere in acciaio zincato con punta zavorrata: penetra a fondo e tiene su qualsiasi fondale, alghe incluse, ed è rapida a riprendere la presa quando la barca ruotando tende a spedare. Una scelta concreta e senza fronz	166.90	172.40	https://www.onautica.com/products/ancora-dc-plastimo-in-acciaio-zincato?variant=53696587497819&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P63714-0.webp?v=1785496050	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3162420637161	disponibile	2-4 giorni lavorativi	5.90	nuovo
P63717	Ancora DC Plastimo in Acciaio Zincato - 16 kg	L'ancora DC di Plastimo è un'ancora a vomere in acciaio zincato con punta zavorrata: penetra a fondo e tiene su qualsiasi fondale, alghe incluse, ed è rapida a riprendere la presa quando la barca ruotando tende a spedare. Una scelta concreta e senza fronz	247.90	256.60	https://www.onautica.com/products/ancora-dc-plastimo-in-acciaio-zincato?variant=53696587530587&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P63714-0.webp?v=1785496050	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3162420637178	disponibile	2-4 giorni lavorativi	0	nuovo
P63718	Ancora DC Plastimo in Acciaio Zincato - 20 kg	L'ancora DC di Plastimo è un'ancora a vomere in acciaio zincato con punta zavorrata: penetra a fondo e tiene su qualsiasi fondale, alghe incluse, ed è rapida a riprendere la presa quando la barca ruotando tende a spedare. Una scelta concreta e senza fronz	309.90	320.50	https://www.onautica.com/products/ancora-dc-plastimo-in-acciaio-zincato?variant=53696587563355&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P63714-0.webp?v=1785496050	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3162420637185	disponibile	2-4 giorni lavorativi	0	nuovo
P63719	Ancora DC Plastimo in Acciaio Zincato - 25 kg	L'ancora DC di Plastimo è un'ancora a vomere in acciaio zincato con punta zavorrata: penetra a fondo e tiene su qualsiasi fondale, alghe incluse, ed è rapida a riprendere la presa quando la barca ruotando tende a spedare. Una scelta concreta e senza fronz	366.90	379.00	https://www.onautica.com/products/ancora-dc-plastimo-in-acciaio-zincato?variant=53696587596123&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P63714-0.webp?v=1785496050	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3162420637192	disponibile	2-4 giorni lavorativi	0	nuovo
P63720	Ancora DC Plastimo in Acciaio Zincato - 32 kg	L'ancora DC di Plastimo è un'ancora a vomere in acciaio zincato con punta zavorrata: penetra a fondo e tiene su qualsiasi fondale, alghe incluse, ed è rapida a riprendere la presa quando la barca ruotando tende a spedare. Una scelta concreta e senza fronz	470.90	486.30	https://www.onautica.com/products/ancora-dc-plastimo-in-acciaio-zincato?variant=53696587628891&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/P63714-0.webp?v=1785496050	Nautica;Ormeggio;Ancore e Accessori	Plastimo	3162420637208	disponibile	2-4 giorni lavorativi	0	nuovo
0107710	Ancora Delta in Acciaio Zincato - 10 Kg.	L'ancora Delta è un'ancora a penetrazione rapida realizzata in acciaio zincato a caldo. La forma dell'aratro e la punta rinforzata le permettono di affondare rapidamente nel fondale e di garantire una buona tenuta su fondali sabbiosi e melmosi. È disponib	159.46	207.29	https://www.onautica.com/products/ancora-delta-in-acciaio-zincato?variant=53757262561627&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107704.webp?v=1786468639	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0107716	Ancora Delta in Acciaio Zincato - 16 Kg.	L'ancora Delta è un'ancora a penetrazione rapida realizzata in acciaio zincato a caldo. La forma dell'aratro e la punta rinforzata le permettono di affondare rapidamente nel fondale e di garantire una buona tenuta su fondali sabbiosi e melmosi. È disponib	268.11	348.55	https://www.onautica.com/products/ancora-delta-in-acciaio-zincato?variant=53757262594395&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107704.webp?v=1786468639	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0107720	Ancora Delta in Acciaio Zincato - 20 Kg.	L'ancora Delta è un'ancora a penetrazione rapida realizzata in acciaio zincato a caldo. La forma dell'aratro e la punta rinforzata le permettono di affondare rapidamente nel fondale e di garantire una buona tenuta su fondali sabbiosi e melmosi. È disponib	267.50	347.75	https://www.onautica.com/products/ancora-delta-in-acciaio-zincato?variant=53757262627163&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107704.webp?v=1786468639	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0107725	Ancora Delta in Acciaio Zincato - 25 Kg.	L'ancora Delta è un'ancora a penetrazione rapida realizzata in acciaio zincato a caldo. La forma dell'aratro e la punta rinforzata le permettono di affondare rapidamente nel fondale e di garantire una buona tenuta su fondali sabbiosi e melmosi. È disponib	377.82	491.17	https://www.onautica.com/products/ancora-delta-in-acciaio-zincato?variant=53757262659931&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107704.webp?v=1786468639	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0107732	Ancora Delta in Acciaio Zincato - 32 Kg.	L'ancora Delta è un'ancora a penetrazione rapida realizzata in acciaio zincato a caldo. La forma dell'aratro e la punta rinforzata le permettono di affondare rapidamente nel fondale e di garantire una buona tenuta su fondali sabbiosi e melmosi. È disponib	441.21	573.57	https://www.onautica.com/products/ancora-delta-in-acciaio-zincato?variant=53757262692699&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107704.webp?v=1786468639	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0107740	Ancora Delta in Acciaio Zincato - 40 Kg.	L'ancora Delta è un'ancora a penetrazione rapida realizzata in acciaio zincato a caldo. La forma dell'aratro e la punta rinforzata le permettono di affondare rapidamente nel fondale e di garantire una buona tenuta su fondali sabbiosi e melmosi. È disponib	527.70	686.01	https://www.onautica.com/products/ancora-delta-in-acciaio-zincato?variant=53757262725467&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0107704.webp?v=1786468639	Nautica;Ormeggio;Ancore e Accessori	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
